city,state,mean site eui,mean site eui res,mean source eui,mean source eui res,mean fuel eui,mean fuel eui res,mean electric eui,mean electric eui res,CDD,HDD,Tavg,Trange,Tmax,Tmin,Prcp,Snow
Augusta,GA,97.84620379,60.29131408079871,262.7487223,141.06744073764364,18.090535599650647,,88.7170599120888,,2088,2470,63.86,25.880000000000006,76.82,51.08,4357,9
Augusta,ME,97.84620379,60.29131408079871,262.7487223,141.06744073764364,18.090535599650647,23.177415177386585,88.7170599120888,22.213307163831786,345,7687,44.96,20.84,55.22,34.34,4618,651
Augusta,ME,97.84620379,60.29131408079871,262.7487223,141.06744073764364,18.090535599650647,,88.7170599120888,,345,7687,44.96,20.84,55.22,34.34,4618,651
Macon,GA,91.42891551,,275.6183112,,6.2972153217169575,,79.48788652613335,,2010,2438,63.86,23.18,75.38,52.16,4496,0
Honolulu,HI,58.8476797,20.101994573322738,175.6267424,57.86029931249177,4.678787859142906,2.5164907120722293,88.29673203112202,17.574633180568025,3954,1,75.74000000000002,16.34,84.02,67.64,5869,0
Hilo,HI,52.96574847,,166.3121953,,0.0,,74.7325700383774,,1028,153,67.46,15.44,75.2,59.540000000000006,24002,0
Boise,ID,104.2831471,,275.0537384,,25.10609648970901,,91.41423742801472,,729,6172,50.18,24.44,62.24,37.94,1900,345
Idaho Falls,ID,90.13466915,,219.78779029999998,,29.89945671628481,,47.50926119653819,,415,7335,46.04,26.06,59.18,33.08,1425,369
Pocatello,ID,58.98200921,,143.3220427,,17.45473902730698,,35.92713987604047,,240,7640,44.78,28.04,58.82,30.56,1127,290
Twin Falls,ID,93.62938796,,249.1556012,,20.04702605376268,,79.07418199372219,,625,6347,49.28,23.54,61.16,37.58,1004,128
Chicago,IL,110.22720530000001,99.3067846849386,248.33360299999998,148.31261477146788,35.183958655594296,84.34510543290115,95.52182905233356,17.829643557236174,649,6929,47.84,18.14,56.84,38.66,3817,349
Joliet,IL,117.9364388,,266.8631275,,51.09538805045458,35.813782200849225,73.08287296628826,11.69561761427519,833,6236,50.18,19.76,60.08,40.28,3650,198
Aurora,IL,101.4361324,39.03594269571832,251.9439432,67.99750566423205,31.94744913449202,30.957443055865703,66.98306594218585,11.927933806365008,890,6291,50.18,17.779999999999994,59.18,41.36,3769,271
Elgin,IL,153.032929,49.426806308619575,379.6877233,77.84338287068469,53.01428914429208,40.45440327632245,103.62940983804366,12.863295573769367,649,6929,47.84,18.14,56.84,38.66,3817,349
Indianapolis,IN,132.8775529,46.83160380911829,343.9267567,93.16828901610657,35.2907158556995,25.568542017460537,102.21205917366758,30.90825823786013,909,5704,51.98,19.04,61.34,42.44,4144,196
Fort Wayne,IN,168.4221112,40.71103947519527,410.92678060000003,78.0208451845586,56.94395769780033,23.73205601135179,116.59543393966196,16.836651920833678,809,6102,50.54,19.76,60.26,40.64,3719,264
South Bend,IN,179.97401000000002,,456.78485430000006,,52.46747150694071,,137.0946370363542,,628,6622,48.56,21.92,59.540000000000006,37.58,4008,600
Evansville,IN,179.0037234,,466.87573430000003,,47.30396746712754,,143.1335345890564,,1403,4402,56.84,21.02,67.28,46.22,4879,122
Des Moines,IA,58.66212518,45.780387638605966,140.3748752,85.83398797203041,21.919635612115272,27.71121014985281,41.70501411774988,18.06917748875316,947,6587,49.46,22.46,60.62,38.3,3609,275
Davenport,IA,113.6135404,,273.66709289999994,,39.07521988851775,,73.94713507260781,,1128,5879,51.98,17.240000000000002,60.62,43.34,3706,316
Cedar Rapids,IA,88.38527072,,199.7248404,,39.709262090399044,,50.820360091832434,,948,6304,50.36,20.48,60.44000000000001,40.1,3759,315
Sioux City,IA,63.86548838,,128.2390555,,34.60146300394168,,29.27740173980743,,870,6863,48.56,22.64,59.9,37.22,3134,334
Waterloo,IA,111.11961219999999,39.478626491564896,252.50515319999997,70.23686520504852,44.291905625611136,25.706230611705852,64.98914732616511,13.772395879859035,799,7028,47.84,21.02,58.46,37.4,3460,353
Wichita,KS,150.95832099999998,290.19375777795346,394.396547,345.14794298265593,39.06059484323027,270.7146361263964,119.61652724910265,19.743661610351264,1573,4650,56.66,23.18,68.18,44.96,3596,129
Topeka,KS,94.24801608,,240.72847290000004,,23.852875632401048,,81.00286144915977,,1345,5177,54.5,22.46,65.66,43.34,3772,136
Lawrence,KS,108.91759259999999,64.3443393571857,270.94227989999996,125.40061844944236,29.52097949685599,37.33109893013163,86.01581506269613,31.575224863550503,1293,5259,54.14,21.02,64.75999999999999,43.52,3778,106
Manhattan,KS,97.21160996,,258.14649469999995,,,,,,1498,5156,55.04,24.44,67.28,42.62000000000001,3562,167
Louisville,KY,120.60139869999999,48.25944593982681,314.9053863,101.07028869857344,30.59892485121049,24.129675154241088,91.61611114486057,24.118428824136476,1169,4701,55.22,24.26,67.46,43.16,4526,57
Lexington,KY,134.4672361,,351.63586410000005,,34.335112365166296,,105.52519400944244,,1065,4702,55.04,20.3,65.12,44.96,4440,32
Bowling Green,KY,104.75700359999999,,269.93701630000004,,27.973878520272983,52.239324168101646,77.38526794785508,21.013402469953533,1493,4047,57.92,22.1,69.08,46.94,5243,81
Owensboro,KY,101.394359,,265.92454669999995,,23.98968557459633,,74.4337674731633,,1759,3874,59.18,23.54,71.06,47.48,4688,87
New Orleans,LA,97.24174751,53.626828877947,287.2267765,122.31662451651918,9.292414574270754,21.977183225935203,107.86876169142626,30.88778531970241,2655,1437,68.36,19.4,78.08,58.64,6250,-7777
Baton Rouge,LA,89.43212342,,260.0995789,,10.419489609698301,,102.67339777352085,,2446,1811,66.74000000000001,22.64,78.08,55.4,6259,-7777
Shreveport,LA,109.3798841,,308.9241726,,13.79684936490262,,103.39723914395523,,2453,2348,65.3,22.64,76.64,53.96,5644,3
Lafayette,LA,111.6998483,,296.9037671,,26.581489512622532,,94.56318506109585,,2729,1686,67.82,19.22,77.54,58.28,6333,-7777
Portland,ME,89.06410284,30.30680090457399,218.3564519,71.98930313094488,28.768260755984674,12.312755976883631,62.54861416464777,14.519812306692591,360,7106,46.58,18.68,55.76,37.22,4725,619
Portland,ME,89.06410284,30.30680090457399,218.3564519,71.98930313094488,28.768260755984674,,62.54861416464777,,360,7106,46.58,18.68,55.76,37.22,4725,619
Portland,OR,89.06410284,30.30680090457399,218.3564519,71.98930313094488,28.768260755984674,12.312755976883631,62.54861416464777,14.519812306692591,330,4447,53.78,21.2,64.22,43.16,4058,9
Portland,OR,89.06410284,30.30680090457399,218.3564519,71.98930313094488,28.768260755984674,,62.54861416464777,,330,4447,53.78,21.2,64.22,43.16,4058,9
Lewiston,ME,88.91331923,,198.3343283,,38.652409382050095,,50.31228368107218,,246,7996,43.88,20.66,54.14,33.44,4866,759
Bangor,ME,90.93494933,,166.69090649999998,,49.176810989611404,,53.82963034270788,,428,7305,46.04,19.22,55.76,36.68,4039,711
Baltimore,MD,132.4652045,44.74341710507346,292.9864839,88.94926676609482,61.534416916347524,24.6627095425052,74.56631638168685,18.626991002191293,1681,3845,59.18,17.779999999999994,67.82,50.18,4727,80
Annapolis,MD,118.49709469999999,,247.0294316,,55.54669940361646,,77.13229377945692,,1681,3845,59.18,17.779999999999994,67.82,50.18,4727,80
Hagerstown,MD,111.0228858,26.094388319068923,295.44756010000003,76.5670079862798,24.815487839492413,4.600349488086978,88.67235646216955,18.535476714001998,789,5326,52.52,19.58,62.24,42.8,4727,326
Cumberland,MD,72.9012359,,186.66552380000002,,19.510059558521192,,47.40467681440829,,1175,4853,54.86,23.36,66.56,43.16,3736,289
Boston,MA,102.600172,75.29271497610381,223.8305557,122.00293079245085,47.422304860261534,54.639441285152905,59.35398597651957,20.503155630148424,561,6392,48.92,20.48,59.18,38.84,4882,554
Springfield,MA,107.81838540000001,60.3096201033085,282.9091583,118.57685742484271,25.949342348735446,34.170661440540925,79.40634387455506,25.507182345145825,427,6719,47.66,20.48,57.92,37.58,4775,466
Springfield,MA,107.81838540000001,60.3096201033085,282.9091583,118.57685742484271,25.949342348735446,,79.40634387455506,,427,6719,47.66,20.48,57.92,37.58,4775,466
Springfield,MO,107.81838540000001,60.3096201033085,282.9091583,118.57685742484271,25.949342348735446,34.170661440540925,79.40634387455506,25.507182345145825,1389,4578,56.3,21.56,67.1,45.5,4456,81
Springfield,MO,107.81838540000001,60.3096201033085,282.9091583,118.57685742484271,25.949342348735446,,79.40634387455506,,1389,4578,56.3,21.56,67.1,45.5,4456,81
Worcester,MA,94.18106876,53.89566068228866,186.310767,88.39391052915494,53.146082108516886,43.98260415162787,44.07518475992485,13.261969138598824,479,6873,47.48,22.28,58.64,36.32,4868,409
Detroit,MI,101.2383264,75.88267604825963,225.4428301,107.99619658807276,39.13240578199313,62.23196096607221,59.51167883452533,13.549945807368474,731,6335,49.64,18.32,58.82,40.46,3756,573
Grand Rapids,MI,144.67043569999998,11.963471494507624,321.89304189999996,36.32788516315942,65.54304442867408,0.5491358311384852,83.72820288939555,11.371526923852098,698,6485,49.1,17.779999999999994,57.92,40.28,3875,626
Flint,MI,150.0130806,187.86860661012508,331.14354669999994,221.66424672157703,67.68116486300853,176.19290815034245,89.66938770401093,11.675698459782655,493,6958,47.3,21.74,58.28,36.32,3167,286
Lansing,MI,99.88213019,41.853297337350924,222.96673450000003,73.94964540793455,43.33639682949475,10.302355087759533,55.489517955409106,14.355829284074687,666,6589,48.74,18.14,57.74,39.74,3559,508
Ann Arbor,MI,157.2121864,,354.5782107,,62.953670817692,,93.07487013866778,,524,6588,48.38,19.58,58.28,38.66,3591,573
Minneapolis,MN,104.6946719,53.568951139755924,223.8726337,81.9137600693085,50.73514853153389,40.832929503835246,53.770957118961924,11.878222829524855,605,7912,44.96,18.86,54.32,35.6,3116,539
Rochester,MN,100.0059074,47.942542995925464,218.8219421,75.67980287355789,46.604862627331855,36.80896464513928,55.28503445195568,12.026424924684475,467,8222,43.7,23.0,55.22,32.18,3387,458
Rochester,MN,100.0059074,47.942542995925464,218.8219421,75.67980287355789,46.604862627331855,,55.28503445195568,,467,8222,43.7,23.0,55.22,32.18,3387,458
Rochester,NY,100.0059074,47.942542995925464,218.8219421,75.67980287355789,46.604862627331855,36.80896464513928,55.28503445195568,12.026424924684475,539,6646,48.2,17.779999999999994,57.2,39.38,3427,995
Rochester,NY,100.0059074,47.942542995925464,218.8219421,75.67980287355789,46.604862627331855,,55.28503445195568,,539,6646,48.2,17.779999999999994,57.2,39.38,3427,995
Jackson,MS,115.7487956,,292.61161180000005,,36.57278486839378,,86.33748283723068,,2258,2392,64.58,21.92,75.56,53.78,5360,8
Gulfport,MS,110.2878929,,331.1408499,,,,,,2724,1497,68.36,16.16,76.46,60.26,6483,1
Hattiesburg,MS,88.24420836,,249.55850919999997,,13.17349518982116,,105.30697751175249,,2400,2023,66.02,20.84,76.46,55.58,6159,5
Kansas City,MO,81.96666413,72.31991226410555,213.39844219999998,124.25837505236237,20.13299765338699,48.58494029173303,61.621750088167104,23.0700825347848,1201,5309,53.78,22.46,64.94,42.44,4073,171
Columbia,MO,105.98092040000002,54.41576294921013,275.1824728,111.2420944290173,30.906375510824127,28.218120532725436,84.84317093310442,26.65150296775662,1461,4745,55.94,19.94,65.84,46.04,4628,146
Columbia,MO,105.98092040000002,54.41576294921013,275.1824728,111.2420944290173,30.906375510824127,,84.84317093310442,,1461,4745,55.94,19.94,65.84,46.04,4628,146
Columbia,SC,105.98092040000002,54.41576294921013,275.1824728,111.2420944290173,30.906375510824127,28.218120532725436,84.84317093310442,26.65150296775662,1598,3371,60.08,29.48,74.84,45.32,4547,10
Columbia,SC,105.98092040000002,54.41576294921013,275.1824728,111.2420944290173,30.906375510824127,,84.84317093310442,,1598,3371,60.08,29.48,74.84,45.32,4547,10
Billings,MT,74.59954918,,154.6360312,,37.660469219638635,,37.39647088900118,,537,6857,47.66,26.42,60.98,34.34,1477,456
Missoula,MT,118.880168,,287.4632361,,41.10299953917888,,85.28608113182767,,302,7349,45.68,22.82,57.02,34.16,1732,503
Great Falls,MT,109.5752607,37.61663411059829,274.143128,81.69551482444362,24.80656142179648,17.40661611125705,84.32727252598616,20.19045407096432,366,6980,46.94,24.8,59.36,34.52,1398,639
Bozeman,MT,88.19114861,,210.2988602,,31.167789497383218,,56.783809504399784,,254,7701,44.6,26.78,57.92,31.28,1971,910
Helena,MT,116.0323653,,312.3385579,,,,,,102,9043,40.46,24.26,52.52,28.4,1675,381
Omaha,NE,93.72272513,37.08975318723385,236.2780062,81.00140286253006,25.24812839759035,16.967614051725008,70.77898263827461,19.42207087408427,887,6693,49.1,20.48,59.36,38.84,3156,326
Lincoln,NE,116.18802520000001,45.57231825850249,300.8206074,98.5821124691172,31.22091262325464,21.084533558717553,93.00788392316382,24.29073234225918,974,6378,50.18,22.64,61.52,38.84,3484,275
Grand Island,NE,97.15173573,,228.3819687,,26.91708347081169,,62.01016974656044,,1035,6198,50.72,23.18,62.42,39.38,2794,290
Kearney,NE,100.16221159999999,,230.21357200000003,,,,,,871,6512,49.46,24.44,61.88,37.22,2523,234
Las Vegas,NV,126.93729180000001,45.15339997754479,359.4009778,97.73471516302747,19.460822735944987,22.130744624144373,118.72313769471245,24.710727492195947,3941,1691,71.24000000000002,23.72,82.94,59.36,604,0
Reno,NV,129.94884620000002,,346.7875015,,26.47144299645586,,110.91317498490544,,873,5268,53.06,24.44,65.12,40.64,826,320
Carson City,NV,113.20529840000002,,309.0171309,,23.530871122745513,,95.40964948518734,,449,5579,50.9,30.38,66.02,35.78,967,103
Elko,NV,88.75279734,,220.4465111,,,,,,412,7136,46.58,29.66,61.34,31.82,1070,584
Manchester,NH,109.108645,54.6026894919124,259.93133969999997,121.8222958994252,38.91046265777339,24.463346853920644,61.19120432266677,29.81131990284719,441,6928,47.12000000000001,23.18,58.82,35.78,4671,616
Concord,NH,87.68552057,,233.97846490000003,,19.231067013266657,,74.55492635665759,,360,7447,45.68,21.2,56.12000000000001,35.06,4722,683
Newark,NJ,105.21214669999999,,259.28806890000004,,36.69114797775439,,76.64603153783845,,859,5620,51.98,23.54,63.68,40.28,5079,253
Trenton,NJ,105.1182453,,258.1822051,,33.97733605882667,,73.00832831488805,,909,5270,53.06,20.84,63.5,42.62000000000001,4677,227
Albuquerque,NM,115.76371429999999,65.02407614555183,294.0676722,103.10317750483529,28.640970080331286,48.360010331194964,74.62796112230895,16.665290261779464,1035,4428,55.76,24.44,68.0,43.34,1630,265
Las Cruces,NM,87.96057744,,225.91621800000001,,11.05782382104817,,59.35498099681242,,1899,2816,62.42,30.2,77.54,47.48,952,27
Santa Fe,NM,86.84416443,,185.4980774,,43.129239928975935,,47.435053887625436,,414,5870,50.0,30.02,65.12,35.06,1695,308
Roswell,NM,62.61538857,,174.7492743,,10.522146585811074,,57.61174375267839,,1508,3810,58.64,37.4,77.36,39.92,1426,52
Farmington,NM,98.18018185,160.00986830819159,236.67933280000003,210.34752091256647,34.953173549683186,128.57301284347653,65.67772195309837,19.521386155139872,741,5405,52.16,31.46,67.82,36.5,1089,141
New York,NY,104.74992459999999,84.28097333894071,241.4989864,140.03487827638054,25.70331627018333,50.98703634227044,139.13876202884808,26.62808034778209,796,5701,51.44,21.02,62.06,41.18,5004,262
Buffalo,NY,94.96464581,52.2010923337897,224.2064109,81.61687502338002,37.27736866170875,39.39663336494479,64.11546809222912,12.427778398603936,504,6819,47.66,19.22,57.38,38.12,3497,761
Albany,NY,72.64147559,,182.1637906,,23.230992552031587,,51.301930618580435,,391,7249,46.22,20.66,56.48,35.78,3843,564
Syracuse,NY,102.0092295,60.736918639020125,221.7473784,92.25688216803822,48.21278269529317,47.10863270740911,57.5894909590926,13.628285931611035,385,7129,46.58,20.12,56.66,36.32,4301,724
Charlotte,NC,71.74616097,,194.54474209999998,,13.533186262987256,,59.45428506988896,14.169672490361714,1700,3383,60.44000000000001,24.08,72.32,48.38,4591,37
Raleigh,NC,83.79033356,,236.57721580000003,,11.757061490812044,,80.87048744444722,,1539,3441,59.72,21.2,70.34,49.28,4735,26
Greensboro,NC,131.4546168,58.71813134892237,350.8786266,154.23295335059817,32.25240696752961,40.59022251595276,109.45958530115496,34.514605817360895,1643,3258,60.62,22.64,71.78,49.28,4610,18
Durham,NC,132.6642975,,342.0721149,,28.503954576354733,,100.20952952141548,,1488,3631,59.18,22.64,70.52,47.84,4753,30
Fargo,ND,122.020824,,284.73110610000003,,50.002851217207095,,69.81735317192184,,533,8824,42.26000000000001,21.02,52.88,31.82,2502,579
Bismarck,ND,134.428458,,345.6219123,,35.22787972370089,,99.17960933673432,,423,8650,42.44,23.18,53.96,30.92,1959,505
Grand Forks,ND,119.71198000000001,,275.6501838,,47.770461621185405,,76.23093898727994,,462,9222,41.0,20.48,51.26,30.74,2162,428
Minot,ND,121.55908640000001,,252.2773672,,44.035064328899935,,96.65066237457731,,379,9324,40.46,21.02,51.08,30.02,1859,498
Dickinson,ND,61.02297072,,176.35102690000002,,4.2556314370180175,,56.39157250322483,,400,8842,41.9,26.96,55.4,28.4,1671,343
Cleveland,OH,123.26857279999999,97.06601740963156,279.24478639999995,164.65070724126102,61.561623880562294,77.42776739105095,71.4630752556214,28.623771327187328,949,5438,52.7,13.279999999999998,59.36,46.04,3635,681
Cincinnati,OH,106.7594937,57.878298430016365,270.3566694,104.68957575733265,30.320349080380684,37.83361265951117,80.2821279557943,20.938976494913444,1044,5214,53.6,19.22,63.14,43.88,4617,163
Dayton,OH,88.15615095,123.46390962753507,212.33087999999998,171.88382405726125,29.83327126415281,103.25016850392292,58.74761072742464,24.377187828622564,1264,5247,54.14,19.04,63.68,44.6,4033,123
Akron,OH,126.56092690000001,,306.85175810000004,,45.401903335927884,,88.50104924344075,,884,5670,51.98,16.16,59.9,43.88,3750,449
Tulsa,OK,110.8417145,59.38956769418066,305.29979289999994,132.6123569012233,20.756539386840448,25.7514813951176,97.67605024541542,33.618979011700375,1823,3774,59.540000000000006,24.08,71.6,47.66,4135,22
Oklahoma City,OK,120.3758395,64.97753274090124,328.5235923,120.69346833555471,22.05246200244306,41.61328793031173,105.73853130458164,25.672720123454422,1848,3592,60.26,23.72,71.96,48.38,3211,15
Lawton,OK,105.6044712,,303.573691,,13.45144239962641,,99.20682452586037,,2149,3399,61.52,23.54,73.4,49.64,3285,23
Eugene,OR,117.7319915,,328.1915715,,16.66082801824346,,114.18612609689787,,341,4526,53.42,21.92,64.58,42.44,4704,49
Salem,OR,89.42501177,39.21440458134653,222.7595444,110.25937866937073,26.67791480041111,11.068243186757863,69.02721458621862,35.68080915540357,276,4685,52.88,21.2,63.5,42.26000000000001,4697,35
Medford,OR,81.17795588,,176.8069794,,34.802605149869706,,50.39158340426003,21.318375097772762,366,5076,52.16,29.12,66.56,37.58,2000,14
Bend,OR,90.00378005,,213.8427122,,33.19081906458812,,55.013441251165524,26.113679106938747,177,6899,46.58,26.24,59.72,33.44,1136,225
Philadelphia,PA,110.7641953,64.14946957956671,247.2263004,108.79749386722945,43.374881216040066,43.522624931037015,65.73733274177906,20.569281816632973,1071,4935,54.32,16.34,62.6,46.22,4932,108
Pittsburgh,PA,116.9325957,70.5030749225797,262.0271466,118.84889800892219,44.093543880269834,49.01345054523435,73.38420393455957,21.448816423801727,857,5564,52.16,18.86,61.52,42.62000000000001,4161,199
Allentown,PA,107.4346429,56.1997876700301,299.1911543,123.74759961176285,17.757473525178803,24.918605959023022,90.14041433408929,31.283235036839482,1265,4682,55.58,20.66,65.84,45.32,4652,261
Harrisburg,PA,150.82444040000001,63.430674705754825,344.7762892,130.10970531045393,50.85995373366249,32.708528187053076,92.11591315061405,30.758217592710608,805,5421,52.34,22.1,63.32,41.36,4352,176
Lancaster,PA,130.690697,55.38223467472403,324.9540453,119.53575050896818,42.36142528528627,25.90989653715773,98.32453836927151,29.512314378242827,934,5321,53.06,19.58,62.78,43.16,3897,183
Providence,RI,80.20023194,10.407229484195742,180.00453480000002,23.296991429389763,32.08636041507588,7.838447754559353,48.76585709636732,5.993155457855999,616,6115,49.82,20.84,60.26,39.56,5142,362
